condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 편지를 쓰셨다.,편지를 쓰셨다,-3.5819821341170206,-2.0539259115854898,22.242165391479283
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 노래를 불렀다.,노래를 불렀다,-3.226898042485118,-1.1838038861751556,22.136314885387446
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 노래를 부르셨다.,노래를 부르셨다,-2.979219023552206,-1.678210196395715,22.411484375045525
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 노래를 불렀다.,노래를 불렀다,-3.5653856811113656,-0.9448730647563934,21.961588767278073
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 노래를 부르셨다.,노래를 부르셨다,-3.141126581778129,-1.783430195103089,22.47327292598631
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 티비를 봤다.,티비를 봤다,-4.385523380504714,-4.213158150513967,21.031719849899076
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 티비를 보셨다.,티비를 보셨다,-3.6835688233375548,-2.9238160103559494,21.900237740201085
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 티비를 봤다.,티비를 봤다,-4.5742139087782965,-4.342554032802582,21.139616261605575
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 티비를 보셨다.,티비를 보셨다,-3.7682366013526916,-3.020455524325371,21.666525700429393
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 산책을 했다.,산책을 했다,-4.488454135341777,-3.938232193390528,20.84128414852929
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 산책을 하셨다.,산책을 하셨다,-3.4232955269515513,-2.1804433334618807,21.783277154863516
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 산책을 했다.,산책을 했다,-4.57524021052652,-4.166500108937423,21.099498900534712
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 산책을 하셨다.,산책을 하셨다,-3.361790102720261,-2.1668889336287975,21.498567443596773
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 정원을 가꿨다.,정원을 가꿨다,-3.6173455837098034,-2.302142192423344,21.72995978137363
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 정원을 가꾸셨다.,정원을 가꾸셨다,-3.2644166562028905,-2.2055419329553843,21.8342624436077
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 정원을 가꿨다.,정원을 가꿨다,-4.038046712225134,-2.8317327231168745,21.484631345432057
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.1945624343034895,-1.914177368208766,21.437095340733578
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 빨래를 널었다.,빨래를 널었다,-3.172326669842005,-1.7968327142298222,21.415319585411932
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 빨래를 널으셨다.,빨래를 널으셨다,-2.940367314964533,-1.7394481219351292,22.188999362722157
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 빨래를 널었다.,빨래를 널었다,-3.710083071142435,-2.4235020019114017,21.337320637731423
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 빨래를 널으셨다.,빨래를 널으셨다,-3.0504483611068944,-1.93195273950696,21.852239446137087
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 책을 읽었다.,책을 읽었다,-3.697919375495985,-1.0621805749833584,20.69282184499848
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 책을 읽으셨다.,책을 읽으셨다,-3.092014794651833,-0.9715427982155234,21.43381941519994
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 책을 읽었다.,책을 읽었다,-3.17733335453603,-1.6285183628400166,21.762816722855668
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 책을 읽으셨다.,책을 읽으셨다,-2.084305227920413,-0.6484911795705557,21.86586459966904
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 파스타를 먹었다.,파스타를 먹었다,-3.220473238680926,-0.681747391121462,20.623757739995597
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 파스타를 드셨다.,파스타를 드셨다,-3.349321383982897,-1.5718330264091491,21.31510460682357
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 파스타를 먹었다.,파스타를 먹었다,-2.6744567785412072,-0.9021025719121099,21.816678937383486
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 파스타를 드셨다.,파스타를 드셨다,-2.3915673860094766,-1.2457703664898871,22.23150934643182
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 호통을 쳤다.,호통을 쳤다,-3.636377621907741,-1.012278790275256,20.25495264004056
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 호통을 치셨다.,호통을 치셨다,-2.9624340542488627,-0.886213731020689,21.468359034938022
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 호통을 쳤다.,호통을 쳤다,-3.226686714010106,-0.8752256594598293,22.019780817024014
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 호통을 치셨다.,호통을 치셨다,-2.2923010841012,-0.4982444792985916,22.064024385854378
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 핸드폰을 샀다.,핸드폰을 샀다,-4.191994357388467,-2.733472046752771,20.218288690599024
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 핸드폰을 사셨다.,핸드폰을 사셨다,-3.9362384093304477,-3.0020905202254653,21.304206410203694
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 핸드폰을 샀다.,핸드폰을 샀다,-3.2847226477331586,-2.410401994983355,20.978427241910914
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 핸드폰을 사셨다.,핸드폰을 사셨다,-2.8489799059927465,-2.7281641755253077,21.573970141179856
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 편지를 썼다.,편지를 썼다,-4.105128251548324,-1.066991925239563,20.999808125066178
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 편지를 쓰셨다.,편지를 쓰셨다,-3.3545123715884984,-1.1112380027770996,21.461984669966444
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 편지를 썼다.,편지를 썼다,-3.819900097325444,-1.0108157396316528,21.689030662190696
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 편지를 쓰셨다.,편지를 쓰셨다,-2.8530780072841377,-1.4332824150721233,22.042283027062904
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 노래를 불렀다.,노래를 불렀다,-4.239721908367106,-1.7152726501226425,21.44314362659912
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 노래를 부르셨다.,노래를 부르셨다,-3.7883476386778057,-2.0651041803260646,21.773412230010024
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 노래를 불렀다.,노래를 불렀다,-3.2069400378968567,-0.7722476273775101,21.902854628216616
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 노래를 부르셨다.,노래를 부르셨다,-2.549148756182856,-1.1617400757968426,22.001635959427386
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 티비를 봤다.,티비를 봤다,-4.9254190139472485,-4.208925088246663,20.838071512611172
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 티비를 보셨다.,티비를 보셨다,-4.312399560378657,-3.398884817957878,20.968229358645353
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 티비를 봤다.,티비를 봤다,-4.046196848154068,-4.003653625647227,20.71116620247011
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 티비를 보셨다.,티비를 보셨다,-3.1861420132219793,-2.8862410485744476,21.307701097669227
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 산책을 했다.,산책을 했다,-4.566377902403474,-3.4055356408158937,21.108598846557165
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 산책을 하셨다.,산책을 하셨다,-3.754038009378645,-2.137295177206397,21.890381070514838
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 산책을 했다.,산책을 했다,-3.501464924464623,-2.45422570904096,21.051001168852608
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 산책을 하셨다.,산책을 하셨다,-2.7537445694208147,-1.788643792271614,21.72360743018136
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 정원을 가꿨다.,정원을 가꿨다,-3.600945318490267,-1.5776922591030598,20.878704821634624
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 정원을 가꾸셨다.,정원을 가꾸셨다,-3.8696638507768513,-2.5970467913895847,20.921458332777913
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 정원을 가꿨다.,정원을 가꿨다,-3.4844277399507435,-2.8177567049860954,22.008987185855865
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 정원을 가꾸셨다.,정원을 가꾸셨다,-2.5022467285056007,-1.7334401559084653,21.63413242417408
no_honorific,koelectra-base,어제 저녁에 혼자서 어머니가 빨래를 널었다.,빨래를 널었다,-3.561720239619414,-1.6809080578386784,20.793332633746324
verb_only,koelectra-base,어제 저녁에 혼자서 어머니가 빨래를 널으셨다.,빨래를 널으셨다,-3.3164266988635065,-1.8246749073266983,21.70879903601147
noun_only,koelectra-base,어제 저녁에 혼자서 어머니께서 빨래를 널었다.,빨래를 널었다,-3.3388663925230504,-2.007496375590563,22.068050155745773
all_honorific,koelectra-base,어제 저녁에 혼자서 어머니께서 빨래를 널으셨다.,빨래를 널으셨다,-2.50442463633689,-1.4500081971287728,21.978689346218665
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 책을 읽었다.,책을 읽었다,-3.772187107242644,-0.9854236965378126,20.90455862957353
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 책을 읽으셨다.,책을 읽으셨다,-3.2769937209474542,-0.9633932468714193,21.56687895251948
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 책을 읽었다.,책을 읽었다,-3.320490194277631,-1.5362511823574703,21.846297101584476
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 책을 읽으셨다.,책을 읽으셨다,-2.161569747701287,-0.558165236376226,21.85406383809744
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 파스타를 먹었다.,파스타를 먹었다,-3.5502789203698435,-0.8899176318664104,20.912220800634767
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 파스타를 드셨다.,파스타를 드셨다,-3.589912958443165,-1.7297594413161277,21.525380226796887
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 파스타를 먹었다.,파스타를 먹었다,-2.8938375651836394,-1.1068089101463556,21.938474299002113
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 파스타를 드셨다.,파스타를 드셨다,-2.5624424984509293,-1.425005704164505,22.22595361887835
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 호통을 쳤다.,호통을 쳤다,-3.6489715492352843,-0.9700415631135305,20.529474099070192
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 호통을 치셨다.,호통을 치셨다,-3.105644324587451,-1.0110434237867594,21.572292966368643
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 호통을 쳤다.,호통을 쳤다,-3.3049117070105343,-0.6684728115797043,22.100021042610567
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 호통을 치셨다.,호통을 치셨다,-2.344947965443134,-0.39609096944332123,22.005802067161884
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 핸드폰을 샀다.,핸드폰을 샀다,-4.18387026945129,-2.5495644211769104,20.51923631582963
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 핸드폰을 사셨다.,핸드폰을 사셨다,-4.023963479118215,-2.878641108982265,21.51531855379081
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 핸드폰을 샀다.,핸드폰을 샀다,-3.437251045472092,-2.255577797691027,21.00312532643602
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 핸드폰을 사셨다.,핸드폰을 사셨다,-2.9298153564333917,-2.538899941369891,21.520505550540832
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 편지를 썼다.,편지를 썼다,-4.297695813966649,-1.1401122212409973,21.11359872618305
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 편지를 쓰셨다.,편지를 쓰셨다,-3.554490447975695,-1.117746263742447,21.47835466660617
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 편지를 썼다.,편지를 썼다,-3.983182290568948,-0.9799016118049622,21.699019414552808
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 편지를 쓰셨다.,편지를 쓰셨다,-2.9707492809328766,-1.3046074708302815,21.928345208796898
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 노래를 불렀다.,노래를 불렀다,-4.383152190861957,-1.6965123862028122,21.70341529110886
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 노래를 부르셨다.,노래를 부르셨다,-3.998395083937794,-2.1412872361640134,21.82365592956369
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 노래를 불렀다.,노래를 불렀다,-3.3977923148777336,-0.7783973217010498,21.86862044966647
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 노래를 부르셨다.,노래를 부르셨다,-2.6181629196637206,-1.0001499714950721,21.996182045603224
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 티비를 봤다.,티비를 봤다,-5.145989273674786,-4.324086427688599,20.9590097126979
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 티비를 보셨다.,티비를 보셨다,-4.662615027692583,-3.672946184873581,21.088610334943287
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 티비를 봤다.,티비를 봤다,-4.333181457387076,-4.181014855702718,20.956249735116852
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 티비를 보셨다.,티비를 보셨다,-3.467045059800148,-3.069456696510315,21.316620805873576
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 산책을 했다.,산책을 했다,-4.756303652655333,-3.572297309835752,21.102302905674378
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 산책을 하셨다.,산책을 하셨다,-3.957466899520821,-2.231670880690217,21.874063356600974
noun_only,koelectra-base,어제 저녁에 혼자서 아버지께서 산책을 했다.,산책을 했다,-3.5754144854015775,-2.452946367363135,21.225064121860253
all_honorific,koelectra-base,어제 저녁에 혼자서 아버지께서 산책을 하셨다.,산책을 하셨다,-2.7817923463881016,-1.7795270010828972,21.73830162787108
no_honorific,koelectra-base,어제 저녁에 혼자서 아버지가 정원을 가꿨다.,정원을 가꿨다,-3.7613088518381117,-1.5690873675048351,21.15808719830824
verb_only,koelectra-base,어제 저녁에 혼자서 아버지가 정원을 가꾸셨다.,정원을 가꾸셨다,-4.103856465406716,-2.7191343639045953,21.189418309711822
